# name,orbital_period,semi_major_axis,eccentricity,discovered,detection_type,star_name,star_distance,star_metallicity,star_mass,star_sp_type
HAT-P-1 b,4.46529976,0.05561,0.067,2006,Primary Transit,HAT-P-1,139,0.13,1.151,GOV
HAT-P-10 b,3.722469,0.0439,0,2008,Primary Transit,HAT-P-10,125,0.13,0.82,K3V
HAT-P-11 b,4.887802443,0.053,0.265,2009,Primary Transit,HAT-P-11,37.89,0.31,0.809,K4
HAT-P-11 c,3407,4.13,0.601,2018,Radial Velocity,HAT-P-11,37.89,0.31,0.809,K4
HAT-P-12 b,3.2130598,0.0384,0,2009,Primary Transit,HAT-P-12,142.5,-0.29,0.73,
HAT-P-13 b,2.916243,0.0426,0.0142,2009,Primary Transit,HAT-P-13,214,0.43,1.22,G4
HAT-P-13 c,446.27,1.186,0.6616,2009,Radial Velocity,HAT-P-13,214,0.43,1.22,G4
HAT-P-14 b,4.627657,0.0594,0.095,2010,Primary Transit,HAT-P-14,205,0.11,1.386,F
HAT-P-15 b,10.863502,0.0964,0.19,2010,Primary Transit,HAT-P-15,190,0.22,1.013,G5
HAT-P-16 b,2.77596,0.0413,0.036,2010,Primary Transit,HAT-P-16,235,0.17,1.218,F8
HAT-P-17 b,10.338523,0.0882,0.346,2010,Primary Transit,HAT-P-17,90,0,0.857,K
HAT-P-17 c,1798,2.75,0.1,2010,Radial Velocity,HAT-P-17,90,0,0.857,K
HAT-P-18 b,5.508029,0.0559,0.106,2010,Primary Transit,HAT-P-18,166,0.1,0.77,K
HAT-P-19 b,4.008784,0.0466,0.067,2010,Primary Transit,HAT-P-19,215,0.23,0.842,K
HAT-P-2 b,5.6334729,0.0674,0.5171,2007,Primary Transit,HAT-P-2,118,0.04,1.34,F8
HAT-P-20 b,2.875317,0.0361,0.015,2010,Primary Transit,HAT-P-20,70,0.35,0.756,K7
HAT-P-21 b,4.124461,0.0494,0.228,2010,Primary Transit,HAT-P-21,254,0.01,0.947,G3
HAT-P-22 b,3.21222,0.0414,0.016,2010,Primary Transit,HAT-P-22,82,0.24,0.916,G5
HAT-P-23 b,1.212884,0.0232,0.106,2010,Primary Transit,HAT-P-23,393,0.16,1.13,G5
HAT-P-24 b,3.35524,0.0465,0.067,2010,Primary Transit,HAT-P-24,306,-0.16,1.191,F8
HAT-P-25 b,3.652836,0.0466,0.032,2010,Primary Transit,HAT-P-25,297,0.31,1.01,G5
HAT-P-26 b,4.234516,0.0479,0.124,2010,Primary Transit,HAT-P-26,134,-0.04,0.816,K1
HAT-P-27 b,3.0395803,0.0403,0.078,2011,Primary Transit,HAT-P-27,204,0.29,0.945,G8
HAT-P-28 b,3.257215,0.0434,0.051,2011,Primary Transit,HAT-P-28,395,0.12,1.025,G3
HAT-P-29 b,5.723186,0.0667,0.095,2011,Primary Transit,HAT-P-29,322,0.21,1.207,F8
HAT-P-3 b,2.899703,0.03866,0,2007,Primary Transit,HAT-P-3,130,0.41,0.917,K
HAT-P-30 b,2.810595,0.0419,0.035,2011,Primary Transit,HAT-P-30,193,-0.08,1.18,F
HAT-P-31 b,5.005425,0.055,0.245,2011,Primary Transit,HAT-P-31,354,0.15,1.218,
HAT-P-32 b,2.150008,0.0343,0.0072,2011,Primary Transit,HAT-P-32,320,-0.16,1.176,F/G
HAT-P-33 b,3.474474,0.0503,0.148,2011,Primary Transit,HAT-P-33,419,0.05,1.403,F
HAT-P-34 b,5.452654,0.0677,0.441,2012,Primary Transit,HAT-P-34,257,0.08,1.36,
HAT-P-35 b,3.646706,0.0498,0.025,2012,Primary Transit,HAT-P-35,535,0.11,1.236,
HAT-P-36 b,1.327347,0.0238,0.063,2012,Primary Transit,HAT-P-36,317,0.26,1.022,
HAT-P-37 b,2.797436,0.0379,0.058,2012,Primary Transit,HAT-P-37,411,0.03,0.929,
HAT-P-38 b,4.640382,0.0523,0.067,2012,Primary Transit,HAT-P-38,249,0.06,0.886,G
HAT-P-39 b,3.54387,0.0509,,2012,Primary Transit,HAT-P-39,642,0.19,1.404,
HAT-P-4 b,3.0565114,0.0446,0,2007,Primary Transit,HAT-P-4,310,0.2,1.26,F
HAT-P-40 b,4.457243,0.0608,,2012,Primary Transit,HAT-P-40,501,0.22,1.512,
HAT-P-41 b,2.694047,0.0426,,2012,Primary Transit,HAT-P-41,344,0.13,1.28,
HAT-P-42 b,4.641876,0.0575,0,2012,Primary Transit,HAT-P-42,447,0.27,1.179,
HAT-P-43 b,3.332688,0.0443,0,2012,Primary Transit,HAT-P-43,543,0.23,1.048,
HAT-P-44 b,4.301217,0.0507,0.072,2013,Primary Transit,HAT-P-44,374,0.33,0.939,
HAT-P-44 c,219.9,0.699,,2013,Primary Transit,HAT-P-44,374,0.33,0.939,
HAT-P-45 b,3.128992,0.0452,0.049,2013,Primary Transit,HAT-P-45,305,0.07,1.259,
HAT-P-46 b,4.463129,0.0577,0.123,2013,Primary Transit,HAT-P-46,296,0.3,1.284,
HAT-P-46 c,77.7,0.387,,2013,Primary Transit,HAT-P-46,296,0.3,1.284,
HAT-P-47 b,4.732182,0.0615,0,2016,Primary Transit,HAT-P-47,268,0,1.387,
HAT-P-48 b,4.40865,0.0543,0,2016,Primary Transit,HAT-P-48,305,0.02,1.099,
HAT-P-49 b,2.691548,0.0438,0,2014,Primary Transit,HAT-P-49,322,0.074,1.543,A5
HAT-P-5 b,2.788491,0.04079,0,2007,Primary Transit,HAT-P-5,340,0.24,1.163,
HAT-P-50 b,3.1220109,0.0453,0.115,2015,Primary Transit,HAT-P-50,597,-0.18,1.273,
HAT-P-51 b,4.2180278,0.05069,0.123,2015,Primary Transit,HAT-P-51,470,0.27,0.976,
HAT-P-52 b,2.7535953,0.03694,0.047,2015,Primary Transit,HAT-P-52,385,0.28,0.887,
HAT-P-53 b,1.9616241,0.03159,0.134,2015,Primary Transit,HAT-P-53,719,0,1.093,
HAT-P-54 b,3.799847,0.04117,0.074,2014,Primary Transit,HAT-P-54,135.8,-0.127,0.645,K
HAT-P-55 b,3.5852467,0.04604,0.139,2015,Primary Transit,HAT-P-55,480,-0.03,1.013,
HAT-P-56 b,2.7908327,0.0423,0.246,2015,Primary Transit,HAT-P-56,310.5,-0.077,1.296,F
HAT-P-57 b,2.465295,0.0406,0,2015,Primary Transit,HAT-P-57,303,-0.25,1.47,
HAT-P-6 b,3.853003,0.05235,0,2007,Primary Transit,HAT-P-6,200,-0.13,1.29,F
HAT-P-65 b,2.6054552,0.03951,0.3,2016,Primary Transit,HAT-P-65,841,0.1,1.212,
HAT-P-66 b,2.972086,0.04363,0,2016,Primary Transit,HAT-P-66,927,0.035,1.255,
HAT-P-67 b,4.81010205,0.06505,0.24,2017,Primary Transit,HAT-P-67,320,-0.08,1.642,F
HAT-P-7 b,2.204735471,0.0379,0,2008,Primary Transit,HAT-P-7,320,0.13,1.51,
HAT-P-8 b,3.0763402,0.0449,0,2008,Primary Transit,HAT-P-8,230,0.01,1.28,
HAT-P-9 b,3.922814,0.053,0,2008,Primary Transit,HAT-P-9,480,0.12,1.28,F
HATS-1 b,3.446459,0.0444,0.12,2012,Primary Transit,HATS-1,303,-0.06,0.986,
HATS-10 b,3.312846,0.0449,0.5,2015,Primary Transit,HATS-10,496,0.15,1.1,
HATS-11 b,3.6191613,0.04614,0.34,2016,Primary Transit,HATS-11,906,-0.39,1,G0
HATS-12 b,3.142833,0.04795,0.085,2016,Primary Transit,HATS-12,981,-0.1,1.49,F
HATS-13 b,3.0440499,0.04057,0.18,2015,Primary Transit,HATS-13,476,0.05,0.962,
HATS-14 b,2.7667641,0.03815,0.142,2015,Primary Transit,HATS-14,513,0.33,0.967,
HATS-15 b,1.74748753,0.02712,0,2014,Primary Transit,HATS-15,689,0,0.871,
HATS-16 b,2.686502,0.03744,0,2015,Primary Transit,HATS-16,774,0.1,0.97,
HATS-17 b,16.254611,0.1308,0.029,2016,Primary Transit,HATS-17,339,0.3,1.131,G
HATS-18 b,0.8378434,0.01761,0.166,2016,Primary Transit,HATS-18,645,0.28,1.037,G
HATS-19 b,4.569673,0.0589,0.3,2016,Primary Transit,HATS-19,780,0.24,1.303,G0
HATS-2 b,1.354133,0.023,0,2013,Primary Transit,HATS-2,360,0.15,0.882,K
HATS-20 b,3.7992969,0.04619,0.5,2016,Primary Transit,HATS-20,454,0.03,0.91,G9V
HATS-21 b,3.5543973,0.04676,0,2016,Primary Transit,HATS-21,286,0.3,1.08,G4V
HATS-22 b,4.7228124,0.05025,0.079,2016,Primary Transit,HATS-22,207.9,0,0.759,
HATS-23 b,2.1605156,0.03397,0.114,2015,Primary Transit,HATS-23,747,0.28,1.121,
HATS-24 b,1.3484954,0.02547,0.24,2016,Primary Transit,HATS-24,510,0,1.212,
HATS-25 b,4.2986432,0.05163,0.088,2016,Primary Transit,HATS-25,466,0.02,0.994,G
HATS-26 b,3.3023881,0.04735,0.122,2016,Primary Transit,HATS-26,907,-0.02,1.299,F
HATS-27 b,4.637038,0.0611,0.29,2016,Primary Transit,HATS-27,840,0.09,1.415,F
HATS-28 b,3.1810781,0.04131,0.101,2016,Primary Transit,HATS-28,521,0.01,0.929,G
HATS-29 b,4.6058749,0.05475,0.079,2016,Primary Transit,HATS-29,351,0.16,1.032,G
HATS-3 b,3.547851,0.0485,,2013,Primary Transit,HATS-3,453,-0.157,1.209,F
HATS-30 b,3.1743516,0.04354,0.048,2016,Primary Transit,HATS-30,339,0.06,1.093,
HATS-31 b,3.37796,0.0478,0.233,2016,Primary Transit,HATS-31,872,0,1.275,
HATS-32 b,2.8126548,0.04024,0.471,2016,Primary Transit,HATS-32,839,0.39,1.099,
HATS-33 b,2.5495551,0.03727,0.08,2016,Primary Transit,HATS-33,355,0.29,1.062,
HATS-34 b,2.1061607,0.03166,0,2016,Primary Transit,HATS-34,532,0.25,0.955,
HATS-35 b,1.8209933,0.03199,0,2016,Primary Transit,HATS-35,557,0.21,1.317,
HATS-36 b,4.1752379,0.0529,0.294,2017,Primary Transit,HATS-36,977,0.13,1.135,G0V
HATS-39 b,4.5776348,0.06,0.275,2018,Primary Transit,HATS-39,773,0,1.379,
HATS-4 b,2.516729,0.0362,0.013,2014,Primary Transit,HATS-4,420,0.43,1.001,
HATS-40 b,3.2642736,0.04997,0.312,2018,Primary Transit,HATS-40,1431,0.01,1.56,
HATS-41 b,4.193649,0.0583,0.38,2018,Primary Transit,HATS-41,800,0.47,1.496,
HATS-42 b,2.292102,0.03689,0.229,2018,Primary Transit,HATS-42,942,0.22,1.273,
HATS-43 b,4.3888497,0.04944,0.173,2017,Primary Transit,HATS-43,341,0.05,0.837,K
HATS-44 b,2.7439004,0.03649,0.279,2017,Primary Transit,HATS-44,463,0.32,0.86,K
HATS-45 b,4.1876244,0.05511,0.24,2017,Primary Transit,HATS-45,818,0.02,1.272,F
HATS-46 b,4.7423729,0.05367,0.559,2017,Primary Transit,HATS-46,448,-0.06,0.917,G
HATS-5 b,4.763387,0.0542,0.019,2014,Primary Transit,HATS-5,257,0.19,0.936,
HATS-50 b,3.8297015,0.05046,0.516,2017,Primary Transit,HATS-50,717,0.3,1.168,
HATS-51 b,3.3488702,0.04639,0.33,2017,Primary Transit,HATS-51,478,0.3,1.187,
HATS-52 b,1.3665436,0.02498,0.246,2017,Primary Transit,HATS-52,631,0.22,1.111,
HATS-53 b,3.8537768,0.04753,0.33,2017,Primary Transit,HATS-53,613,0.01,0.964,
HATS-54 b,2.5441828,0.03763,0.126,2018,Primary Transit,HATS-54,769,0.396,1.007,
HATS-55 b,,0.05412,0.092,2018,Primary Transit,HATS-55,623.6,0.108,1.1955,
HATS-56 b,4.324799,0.06043,0.019,2018,Primary Transit,HATS-56,577.1,0.19,1.573,
HATS-57 b,2.350621,0.03493,0.028,2018,Primary Transit,HATS-57,280,0.258,1.026,
HATS-58A b,4.2180896,0.05798,,2018,Primary Transit,HATS-58A,492,,1.461,
HATS-59 b,5.416081,0.06112,0.129,2018,Primary Transit,HATS-59,654,0.18,1.038,
HATS-59 c,1422,2.5,0.08,2018,Radial Velocity,HATS-59,654,0.18,1.038,
HATS-6 b,3.3252725,0.03623,,2014,Primary Transit,HATS-6,148.4,,0.574,M1V
HATS-60 b,3.560827,0.0471,0.04,2018,Primary Transit,HATS-60,494.7,0.334,1.1,
HATS-61 b,7.817954,0.07904,0.008,2018,Primary Transit,HATS-61,694.2,0.241,1.075,
HATS-62 b,3.2768838,0.04186,0.001,2018,Primary Transit,HATS-62,515.9,0.14,0.911,
HATS-63 b,3.0566528,,0.007,2018,Primary Transit,HATS-63,634.4,0.08,0.931,
HATS-64 b,4.908896,0.0656,0.001,2018,Primary Transit,HATS-64,1087,0.208,1.562,
HATS-65 b,3.1051602,0.04511,0.006,2018,Primary Transit,HATS-65,491,0.233,1.269,
HATS-66 b,3.141439,0.04709,0.008,2018,Primary Transit,HATS-66,1542,-0.034,1.406,
HATS-67 b,1.6091789,0.03036,0.014,2018,Primary Transit,HATS-67,983,0.34,1.44,
HATS-68 b,3.5862234,0.05053,0.005,2018,Primary Transit,HATS-68,619,0.163,1.337,
HATS-69 b,2.2252577,0.03211,0.013,2018,Primary Transit,HATS-69,420.3,0.377,0.892,
HATS-7 b,3.185315,0.04012,0,2015,Primary Transit,HATS-7,257,0.25,0.849,K2
HATS-70 b,1.8882378,0.03632,0.18,2018,Primary Transit,HATS-70,1307,0.04,1.78,
HATS-71A b,3.7955213,0.03946,,2018,Primary Transit,HATS-71A,140.68,0.237,0.569,M3
HATS-8 b,3.583893,0.04667,0.38,2015,Primary Transit,HATS-8,829,0.21,1.056,G2V
HATS-9 b,1.9153073,0.03048,0.129,2015,Primary Transit,HATS-9,622,0.34,1.03,
HD 100655 b,157.57,0.76,0.085,2011,Radial Velocity,HD 100655,122,0.15,2.4,G9III
HD 100777 b,383.7,1.03,0.36,2007,Radial Velocity,HD 100777,52.8,0.27,1,K0
HD 10180 c,5.75979,0.0641,0.045,2010,Radial Velocity,HD 10180,39.4,0.08,1.06,G1V
HD 10180 d,16.3579,0.1286,0.088,2010,Radial Velocity,HD 10180,39.4,0.08,1.06,G1V
HD 10180 e,49.745,0.2699,0.026,2010,Radial Velocity,HD 10180,39.4,0.08,1.06,G1V
HD 10180 f,122.76,0.4929,0.135,2010,Radial Velocity,HD 10180,39.4,0.08,1.06,G1V
HD 10180 g,601.2,1.422,0.19,2010,Radial Velocity,HD 10180,39.4,0.08,1.06,G1V
HD 10180 h,2222,3.4,0.08,2010,Radial Velocity,HD 10180,39.4,0.08,1.06,G1V
HD 101930 b,70.46,0.302,0.11,2005,Radial Velocity,HD 101930,30.49,0.17,0.74,K1 V
HD 102117 b,20.67,0.1532,0.106,2004,Radial Velocity,HD 102117,42,0.3,1.03,G6V
HD 102195 b,4.113775,0.049,0,2005,Radial Velocity,HD 102195,28.98,0.05,0.926,K0V
HD 102272 b,127.58,0.614,0.05,2008,Radial Velocity,HD 102272,360,0.26,1.9,K0
HD 102272 c,520,1.57,0.68,2008,Radial Velocity,HD 102272,360,0.26,1.9,K0
HD 102329 b,778.1,2.01,0.211,2011,Radial Velocity,HD 102329,158,0.3,1.95,
HD 102329 c,1123,,0.209,2010,Radial Velocity,HD 102329,158,0.3,1.95,
HD 102365 b,122.1,0.46,0.34,2011,Radial Velocity,HD 102365,9.24,-0.28,0.85,G2V
HD 102843 b,3090.9,4.074,0.11,2019,Radial Velocity,HD 102843,62.85,,0.95,K0V
HD 102956 b,6.495,0.081,0.048,2010,Radial Velocity,HD 102956,126,0.19,1.68,A
HD 103197 b,47.84,0.249,0,2009,Radial Velocity,HD 103197,49.3,0.21,0.9,K1V
HD 103720 b,4.5557,0.0498,0.086,2014,Radial Velocity,HD 103720,41.6,-0.02,0.794,K3V
HD 103774 b,5.8881,0.07,0.09,2013,Radial Velocity,HD 103774,55,0.28,1.335,F5V
HD 103949 b,120.878,0.439,0.19,2019,Radial Velocity,HD 103949,26.52,,0.77,K3V
HD 104067 b,55.806,0.2643,0,2009,Radial Velocity,HD 104067,20.8,-0.06,0.791,K2V
HD 10442 b,1043,2.335,0.11,2014,Primary Transit,HD 10442,,0.11,1.56,K2 IV
HD 104985 b,199.505,0.95,0.09,2003,Radial Velocity,HD 104985,102,-0.35,1.6,G9 III
HD 106252 b,1600,2.7,0.47,2002,Radial Velocity,HD 106252,37.44,-0.078,0.96,G0
HD 106270 b,2890,4.3,0.402,2011,Radial Velocity,HD 106270,84.9,0.08,1.32,G5
HD 106315 b,9.5521,0.09012,0.3,2017,Primary Transit,HD 106315,107.3,-0.24,1.07,F5V
HD 106315 c,21.0576,0.1526,0.23,2017,Primary Transit,HD 106315,107.3,-0.24,1.07,F5V
HD 10647 b,1003,2.03,0.1,2003,Radial Velocity,HD 10647,17.3,-0.078,1.1,F8V
HD 106515 A b,3630,4.59,0.572,2011,Radial Velocity,HD 106515 A,35.2,0.01,0.91,G5
HD 106574 b,1065.7,2.2,0.03,2018,Radial Velocity,HD 106574,143,-0.43,1.2,K2 III
HD 10697 b,1075.69,2.14,0.1043,2000,Radial Velocity,HD 10697,32.56,0.1,1.13,G5 IV
HD 107148 b,48.056,0.269,0.05,2006,Radial Velocity,HD 107148,51.3,0.314,1.12,G5
HD 108147 b,10.8985,0.102,0.53,2002,Radial Velocity,HD 108147,38.57,0.18,1.19,F8/G0 V
HD 108341 b,1129,2,0.85,2014,Radial Velocity,HD 108341,49.4,0.04,0.843,K2V
HD 108863 b,443.4,1.4,0.1,2011,Radial Velocity,HD 108863,139,0.2,1.85,K0
HD 108874 b,395.4,1.051,0.07,2003,Radial Velocity,HD 108874,68.5,0.14,1,G5
HD 108874 c,1605.8,2.68,0.25,2005,Radial Velocity,HD 108874,68.5,0.14,1,G5
HD 109246 b,68.27,0.33,0.12,2010,Radial Velocity,HD 109246,65.6,0.1,1.01,GOV
HD 109271 b,7.8543,0.079,0.25,2013,Radial Velocity,HD 109271,62,0.1,1.047,G5V
HD 109271 c,30.93,0.196,0.15,2013,Radial Velocity,HD 109271,62,0.1,1.047,G5V
HD 109749 b,5.23921,0.0635,0.0451,2005,Radial Velocity,HD 109749,59,0.25,1.2,G3 IV
HD 110014 b,882.6,2.31,0.26,2009,Radial Velocity,HD 110014,90,0.19,2.17,K2III
HD 110014 c,130,0.64,0.44,2015,Radial Velocity,HD 110014,90,0.19,2.17,K2III
HD 111232 b,1143,1.97,0.2,2004,Radial Velocity,HD 111232,29,-0.36,0.78,G8V
HD 111591 b,1056.4,2.5,0.26,2017,Radial Velocity,HD 111591,108,0.07,1.94,K0III
HD 113337 b,323.4,1.03,0.36,2013,Radial Velocity,HD 113337,36.9,0.07,1.4,
HD 113337 c,3264.7,4.8,0.18,2018,Radial Velocity,HD 113337,36.9,0.07,1.4,
HD 113538 b,663.2,1.24,0.14,2010,Radial Velocity,HD 113538,15.8,-0.24,0.585,K9V
HD 113538 c,1818,2.44,0.2,2010,Radial Velocity,HD 113538,15.8,-0.24,0.585,K9V
HD 113996 b,610.2,1.6,0.28,2017,Radial Velocity,HD 113996,102,0.13,1.49,K5III
HD 114386 b,937,1.02,0.23,2003,Radial Velocity,HD 114386,28,0,0.75,K3 V
HD 114386 c,1046,,0.06,2011,Radial Velocity,HD 114386,28,0,0.75,K3 V
HD 114613 b,4000,5.34,0.458,2014,Radial Velocity,HD 114613,20.67,0.18,1.27,G3 V
HD 114729 b,1135,2.08,0.32,2002,Radial Velocity,HD 114729,35,-0.22,0.93,G3 V
HD 114783 b,493.7,1.16,0.144,2001,Radial Velocity,HD 114783,20.4,0.33,0.92,K0
HD 114783 c,4318,,0,2010,Radial Velocity,HD 114783,20.4,0.33,0.92,K0
HD 11506 b,1270,2.43,0.22,2007,Radial Velocity,HD 11506,53.82,0.31,1.19,G0V
HD 11506 c,170.46,0.639,0.42,2009,Radial Velocity,HD 11506,53.82,0.31,1.19,G0V
HD 116029 b,670.2,1.73,0.21,2011,Radial Velocity,HD 116029,123.2,0.18,1.58,K1III
HD 116029 c,907,,0.038,2010,Radial Velocity,HD 116029,123.2,0.18,1.58,K1III
HD 117207 b,2627.08,3.78,0.16,2004,Radial Velocity,HD 117207,33,0.27,1.07,G8VI/V
HD 11755 b,433.7,1.08,0.19,2015,Radial Velocity,HD 11755,231.5,-0.74,0.9,G5
HD 117618 b,25.8,0.18,0.15,2004,Radial Velocity,HD 117618,38,0.04,1.05,G2V
HD 118203 b,6.13498,0.07082,0.316,2005,Radial Velocity,HD 118203,88.6,0.1,1.23,K0
HD 118904 b,676.7,1.7,0.31,2018,Radial Velocity,HD 118904,111,-0.11,1.4,K2 III
HD 119445 b,410.2,1.71,0.082,2009,Radial Velocity,HD 119445,,0.04,3.9,G6
HD 11964 b,1945,3.16,0.041,2005,Radial Velocity,HD 11964,33.98,0.17,1.125,G5
HD 11964 c,37.91,0.229,0.3,2005,Radial Velocity,HD 11964,33.98,0.17,1.125,G5
HD 11977 b,711,1.89,0.4,2005,Radial Velocity,HD 11977,66.5,-0.21,1.91,G8.5 III
HD 120084 b,2082,4.3,0.66,2013,Radial Velocity,HD 120084,97.7,0.09,2.39,G7 III
HD 121504 b,63.33,0.33,0.03,2003,Radial Velocity,HD 121504,44.37,0.16,1.18,G2 V
HD 122562 b,2777,4.1,0.71,2016,Radial Velocity,HD 122562,53.8,0.31,1.13,G5
HD 12484 b,58.83,0.297,0.07,2016,Radial Velocity,HD 12484,51.1,0.05,1.01,F8
HD 125390 b,1756.2,1.55,0.591,2018,Radial Velocity,HD 125390,154.3,,1.36,G7III
HD 125595 b,9.6737,0.0809,0,2009,Radial Velocity,HD 125595,27.4,0.02,0.756,K4V
HD 125612 b,502,1.37,0.46,2007,Radial Velocity,HD 125612,52.82,0.24,1.1,G3V
HD 125612 c,4.1547,0.05,0.27,2009,Radial Velocity,HD 125612,52.82,0.24,1.1,G3V
HD 125612 d,3008,4.2,0.28,2009,Radial Velocity,HD 125612,52.82,0.24,1.1,G3V
HD 12648 b,133.6,0.54,0.04,2015,Radial Velocity,HD 12648,158.4,-0.57,1.2,G5
HD 126525 b,948.12,1.8105,0.13,2011,Radial Velocity,HD 126525,38.1,,,G4V
HD 12661 b,263.6,0.83,0.377,2000,Radial Velocity,HD 12661,37.16,0.29,1.07,G6 V
HD 12661 c,1708,2.56,0.031,2002,Radial Velocity,HD 12661,37.16,0.29,1.07,G6 V
HD 126614 b,1244,2.35,0.41,2010,Radial Velocity,HD 126614,72.4,0.56,1.145,K0
HD 128311 b,448.6,1.099,0.25,2002,Radial Velocity,HD 128311,16.6,0.08,0.84,K0V
HD 128311 c,919,1.76,0.17,2005,Radial Velocity,HD 128311,16.6,0.08,0.84,K0V
HD 128356 b,298.2,0.87,0.57,2016,Radial Velocity,HD 128356,26.03,0.17,0.65,K3V
HD 129445 b,1840,2.9,0.7,2010,Radial Velocity,HD 129445,67.61,0.25,0.99,G8V
HD 130322 b,10.72,0.088,0.044,1999,Radial Velocity,HD 130322,30,-0.02,0.79,K0 V
HD 131496 b,883,2.09,0.163,2011,Radial Velocity,HD 131496,110,0.25,1.61,K0
HD 13167 b,2613,4.1,0.563,2018,Radial Velocity,HD 13167,149.6,,1.35,G3V
HD 13189 b,471.6,1.85,0.27,2005,Radial Velocity,HD 13189,185,,4.5,K2 II
HD 132406 b,974,1.98,0.34,2007,Radial Velocity,HD 132406,71,0.18,1.09,G0V
HD 132563 B b,1544,2.62,0.22,2011,Radial Velocity,HD 132563B,96,-0.19,1.01,
HD 133131 A b,649,1.44,0.32,2016,Radial Velocity,HD 133131 A,47,-0.306,0.95,G2V
HD 133131 A c,3407,4.36,0.47,2016,Radial Velocity,HD 133131 A,47,-0.306,0.95,G2V
HD 133131 B b,6119,,0.62,2016,Radial Velocity,HD 133131 B,47,-0.281,0.93,G2
HD 134060 b,3.27,0.0444,0.4,2011,Radial Velocity,HD 134060,24.2,,,G0V
HD 134060 c,1160.9,2.2263,0.75,2011,Radial Velocity,HD 134060,24.2,,,G0V
HD 134113 b,201.68,0.638,0.0891,2016,Radial Velocity,HD 134113,71.9,-0.74,0.81,F9V
HD 134606 b,12.083,0.1023,0.15,2011,Radial Velocity,HD 134606,26.5,,,G6IV
HD 134606 c,59.519,0.2962,0.29,2011,Radial Velocity,HD 134606,26.5,,,G6IV
HD 134606 d,459.26,1.1567,0.46,2011,Radial Velocity,HD 134606,26.5,,,G6IV
HD 134987 b,258.19,0.81,0.233,1999,Radial Velocity,HD 134987,22.2,0.25,1.07,G5 V
HD 134987 c,5000,5.8,0.12,2009,Radial Velocity,HD 134987,22.2,0.25,1.07,G5 V
HD 136352 b,11.577,0.0933,0.18,2011,Radial Velocity,HD 136352,14.8,,,G4V
HD 136352 c,27.582,0.1665,0.16,2011,Radial Velocity,HD 136352,14.8,,,G4V
HD 136352 d,106.72,0.411,0.43,2011,Radial Velocity,HD 136352,14.8,,,G4V
HD 136418 b,464.3,1.32,0.255,2010,Radial Velocity,HD 136418,98.2,-0.07,1.33,G5
HD 13724 b,14763.4,12.4,0.34,2019,Radial Velocity,HD 13724,43.47,0.23,1.14,G3/5V
HD 137388 b,330,0.89,0.36,2011,Radial Velocity,HD 137388,38,0.18,0.86,K0/K1V
HD 137510 b,801.3,1.88,0.3985,2004,Radial Velocity,HD 137510,41.75,0.38,1.36,F9
HD 13808 b,14.182,0.1017,0.17,2011,Radial Velocity,HD 13808,28.6,,,K2V
HD 13808 c,53.832,0.2476,0.43,2011,Radial Velocity,HD 13808,28.6,,,K2V
HD 13908 b,19.382,0.154,0.046,2013,Radial Velocity,HD 13908,71.2,0.01,1.29,F8V
HD 13908 c,931,2.03,0.12,2013,Radial Velocity,HD 13908,71.2,0.01,1.29,F8V
HD 13931 b,4218,5.15,0.02,2010,Radial Velocity,HD 13931,44.2,0.03,1.02,G0
HD 139357 b,1125.7,2.36,0.1,2009,Radial Velocity,HD 139357,121.4,-0.13,1.35,K4III
HD 1397 b,11.53604,0.1097,0.265,2018,Primary Transit,HD 1397,79.31,0.27,1.322,G5III
HD 14067 b,1455,3.4,0.533,2014,Radial Velocity,HD 14067,163.4,-0.1,2.4,G9 III
HD 141399 b,94.44,0.415,0.04,2014,Radial Velocity,HD 141399,36.17,0.35,1.07,K0V
HD 141399 c,201.99,0.689,0.048,2014,Radial Velocity,HD 141399,36.17,0.35,1.07,K0V
HD 141399 d,1069.8,2.09,0.074,2014,Radial Velocity,HD 141399,36.17,0.35,1.07,K0V
HD 141399 e,5000,5,0.26,2014,Radial Velocity,HD 141399,36.17,0.35,1.07,K0V
HD 141937 b,653.22,1.52,0.41,2002,Radial Velocity,HD 141937,33.46,0.11,1.1,G2/G3 V
HD 142 b,349.7,1.02,0.17,2001,Radial Velocity,HD 142,20.6,0.04,1.1,G1 IV
HD 142 c,6005,6.8,0.21,2012,Radial Velocity,HD 142,20.6,0.04,1.1,G1 IV
HD 142022 A b,1928,3.03,0.53,2005,Radial Velocity,HD 142022 A,35.87,0.19,0.99,K0 V
HD 142245 b,1299,2.77,0.32,2011,Radial Velocity,HD 142245,109.5,0.23,1.69,K0
HD 142415 b,386.3,1.05,0.5,2003,Radial Velocity,HD 142415,34.2,0.21,1.09,G1 V
HD 143105 b,2.1974,0.0379,0.07,2016,Radial Velocity,HD 143105,48.7,0.15,1.51,F5
HD 143361 b,1057,2,0.15,2008,Radial Velocity,HD 143361,59.35,0.29,0.95,G0V
HD 143761 b,39.8458,0.2196,0.037,2016,Radial Velocity,HD 143761,17.236,-0.31,0.889,G0V
HD 143761 c,102.54,0.4123,0.05,2016,Radial Velocity,HD 143761,17.236,-0.31,0.889,G0V
HD 145377 b,103.95,0.45,0.307,2008,Radial Velocity,HD 145377,57.7,0.12,1.12,G3V
HD 145457 b,176.3,0.76,0.112,2010,Radial Velocity,HD 145457,126,-0.14,1.9,K0
